case;activity;start time;end time;resource;product;prod-price;quantity;address
98;place order;2015-01-20 18:30:11;2015-01-20 18:39:10;Sophia;APPLE iPhone 5s 16 GB;449.0;2;NL-7826GD-9
62;send invoice;2015-01-20 18:55:20;2015-01-20 19:03:18;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7948BX-10
89;send invoice;2015-01-20 19:04:01;2015-01-20 19:09:18;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7826GD-9
74;send invoice;2015-01-20 19:44:16;2015-01-20 19:49:43;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9514CC-18
99;place order;2015-01-20 21:06:47;2015-01-20 21:38:47;Luke;APPLE iPhone 6s 64 GB;858.0;2;NL-9766VB-39
82;send invoice;2015-01-20 21:45:18;2015-01-20 21:51:15;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-9514CC-18
29;pay;2015-01-20 23:22:08;2015-01-20 23:29:17;Jack;SAMSUNG Galaxy S4;329.0;5;NL-9521ET-30
100;place order;2015-01-21 02:41:54;2015-01-21 02:48:39;Aiden;MOTOROLA Moto E 4G;99.99;3;NL-7821AC-3
91;send invoice;2015-01-21 08:57:04;2015-01-21 09:01:39;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-7942GT-2
18;pay;2015-01-21 09:21:51;2015-01-21 09:28:34;Lily;SAMSUNG Core Prime G361;135.0;2;NL-7812LW-50
6;pay;2015-01-21 09:53:10;2015-01-21 09:58:00;Jack;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7822AW-5
101;place order;2015-01-21 09:58:13;2015-01-21 14:54:45;Lucas;HUAWEI P8 Lite;234.0;2;NL-7887AC-13
88;send invoice;2015-01-21 10:00:19;2015-01-21 10:09:07;Jack;SAMSUNG Core Prime G361;135.0;1;NL-7828AM-11a
1;prepare delivery;2015-01-21 11:04:09;2015-01-21 11:07:49;Aiden;SAMSUNG Galaxy S4;329.0;5;NL-7833HT-15
66;send invoice;2015-01-21 11:24:07;2015-01-21 11:40:51;Alexander;APPLE iPhone 6 16 GB;639.0;2;NL-9407EM-35
31;send reminder;2015-01-21 11:41:52;2015-01-21 11:54:15;Abigail;SAMSUNG Galaxy J5;219.99;2;NL-9403HL-27
25;pay;2015-01-21 11:52:42;2015-01-21 12:01:25;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-9468HG-14
102;place order;2015-01-21 12:14:33;2015-01-21 12:19:26;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-7751GM-23
68;send invoice;2015-01-21 12:49:50;2015-01-21 12:56:22;Lily;APPLE iPhone 5s 16 GB;449.0;3;NL-7833HT-15
28;pay;2015-01-21 13:46:46;2015-01-21 13:51:49;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7821AC-3
103;place order;2015-01-21 13:47:13;2015-01-21 13:51:22;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-7931TV-36
27;send reminder;2015-01-21 13:59:42;2015-01-21 14:23:37;Luke;SAMSUNG Core Prime G361;135.0;4;NL-9521ET-30
12;make delivery;2015-01-21 14:41:10;2015-01-21 14:56:10;Abigail;APPLE iPhone 6 16 GB;639.0;2;NL-7742XG-17
19;prepare delivery;2015-01-21 15:38:44;2015-01-21 15:46:21;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-9408BM-37
33;send reminder;2015-01-21 15:45:49;2015-01-21 15:56:05;Abigail;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
38;send reminder;2015-01-21 15:51:54;2015-01-21 16:11:42;Abigail;SAMSUNG Galaxy J5;219.99;1;NL-7822AW-5
104;place order;2015-01-21 15:52:34;2015-01-21 15:57:42;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-7742XG-17
2;make delivery;2015-01-21 16:21:00;2015-01-21 17:16:07;Layla;MOTOROLA Moto G;199.0;5;NL-7751DG-21
80;send invoice;2015-01-21 16:22:30;2015-01-21 16:32:16;Jack;APPLE iPhone 5s 16 GB;449.0;4;NL-7944RD-8
37;pay;2015-01-21 16:34:02;2015-01-21 19:13:29;Madelyn;APPLE iPhone 5s 16 GB;449.0;1;NL-9766VB-39
58;send reminder;2015-01-21 16:47:02;2015-01-21 17:10:54;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-7905AX-38
85;send invoice;2015-01-21 16:52:36;2015-01-21 16:57:06;Lily;APPLE iPhone 6s 64 GB;858.0;6;NL-7833HT-15
95;send invoice;2015-01-21 17:24:12;2015-01-21 17:28:50;Lily;APPLE iPhone 6 16 GB;639.0;1;NL-7943MC-4
76;send invoice;2015-01-21 18:00:46;2015-01-21 18:06:45;Lily;SAMSUNG Galaxy J5;219.99;1;NL-9403JH-29
105;place order;2015-01-21 18:03:15;2015-01-21 18:09:12;Emma;SAMSUNG Core Prime G361;135.0;1;NL-9514BV-16
17;pay;2015-01-21 18:12:03;2015-01-21 18:16:35;Lily;APPLE iPhone 6s 64 GB;858.0;1;NL-7833HT-15
100;send invoice;2015-01-21 18:21:10;2015-01-21 18:25:37;Emily;MOTOROLA Moto E 4G;99.99;3;NL-7821AC-3
52;send reminder;2015-01-21 18:23:47;2015-01-21 18:33:38;Abigail;APPLE iPhone 6 16 GB;639.0;5;NL-7828AM-11a
15;prepare delivery;2015-01-21 19:03:17;2015-01-21 19:10:23;Sophia;SAMSUNG Galaxy S4;329.0;3;NL-7833HT-15
106;place order;2015-01-21 19:45:59;2015-01-21 19:58:59;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-7812LW-50
7;send reminder;2015-01-21 21:28:47;2015-01-21 21:41:07;Abigail;MOTOROLA Moto G;199.0;4;NL-7742XG-17
107;place order;2015-01-21 23:08:13;2015-01-21 23:19:19;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
32;pay;2015-01-22 08:50:56;2015-01-22 09:09:29;Caleb;APPLE iPhone 6 16 GB;639.0;3;NL-7751DG-21
108;place order;2015-01-22 08:58:06;2015-01-22 09:02:17;Aiden;SAMSUNG Galaxy S4;329.0;2;NL-9521GC-32
14;send reminder;2015-01-22 08:59:23;2015-01-22 09:22:56;Abigail;SAMSUNG Core Prime G361;135.0;3;NL-7823JJ-7
18;prepare delivery;2015-01-22 09:18:36;2015-01-22 09:25:40;Sophia;SAMSUNG Core Prime G361;135.0;2;NL-7812LW-50
43;pay;2015-01-22 09:34:10;2015-01-22 09:39:41;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
5;prepare delivery;2015-01-22 09:47:38;2015-01-22 09:54:44;Olivia;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7918AE-48b
1;make delivery;2015-01-22 09:51:47;2015-01-22 11:09:40;Ella;SAMSUNG Galaxy S4;329.0;5;NL-7833HT-15
41;send reminder;2015-01-22 10:44:30;2015-01-22 11:03:19;Abigail;SAMSUNG Galaxy S4;329.0;3;NL-7948DN-12a
109;place order;2015-01-22 11:15:16;2015-01-22 13:12:43;Lucas;APPLE iPhone 6s 64 GB;858.0;2;NL-9408BM-37
8;pay;2015-01-22 11:30:09;2015-01-22 11:36:30;Jack;SAMSUNG Galaxy S4;329.0;2;NL-9514BV-16
99;send invoice;2015-01-22 12:08:11;2015-01-22 12:12:27;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9766VB-39
13;send reminder;2015-01-22 12:11:20;2015-01-22 12:38:14;Luke;APPLE iPhone 6 16 GB;639.0;4;NL-7822AW-5
90;send invoice;2015-01-22 12:22:08;2015-01-22 12:33:08;Alexander;APPLE iPhone 5s 16 GB;449.0;2;NL-7823JJ-7
1;confirm payment;2015-01-22 12:31:22;2015-01-22 12:35:56;Emily;SAMSUNG Galaxy S4;329.0;5;NL-7833HT-15
110;place order;2015-01-22 12:48:39;2015-01-22 17:31:28;Lucas;APPLE iPhone 6s 64 GB;858.0;3;NL-7823JJ-7
19;make delivery;2015-01-22 12:50:28;2015-01-22 13:26:25;Kaylee;APPLE iPhone 6 16 GB;639.0;3;NL-9408BM-37
26;pay;2015-01-22 13:20:21;2015-01-22 13:36:12;Alexander;APPLE iPhone 6 16 GB;639.0;2;NL-7833HT-15
7;cancel order;2015-01-22 13:51:24;2015-01-22 14:18:35;Chloe;MOTOROLA Moto G;199.0;4;NL-7742XG-17
12;confirm payment;2015-01-22 13:59:17;2015-01-22 14:04:25;Madison;APPLE iPhone 6 16 GB;639.0;2;NL-7742XG-17
101;send invoice;2015-01-22 14:02:50;2015-01-22 14:07:28;Jack;HUAWEI P8 Lite;234.0;2;NL-7887AC-13
111;place order;2015-01-22 14:55:25;2015-01-22 15:02:48;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-7944RD-8
2;confirm payment;2015-01-22 15:15:20;2015-01-22 15:23:33;Lily;MOTOROLA Moto G;199.0;5;NL-7751DG-21
15;confirm payment;2015-01-22 15:39:55;2015-01-22 15:48:46;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7833HT-15
46;pay;2015-01-22 16:22:23;2015-01-22 16:29:31;Lily;MOTOROLA Moto G;199.0;5;NL-7944RD-8
20;send reminder;2015-01-22 16:26:04;2015-01-22 16:48:08;Abigail;SAMSUNG Galaxy S4;329.0;4;NL-7821AC-3
112;place order;2015-01-22 17:08:57;2015-01-22 17:14:26;Aiden;MOTOROLA Moto G;199.0;3;NL-7931TV-36
21;send reminder;2015-01-22 17:09:50;2015-01-22 17:31:10;Luke;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
49;pay;2015-01-22 17:33:07;2015-01-22 21:20:25;Madelyn;APPLE iPhone 6 16 GB;639.0;4;NL-9521CT-28b
19;confirm payment;2015-01-22 17:37:00;2015-01-22 17:42:21;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-9408BM-37
113;place order;2015-01-22 18:36:02;2015-01-22 21:13:49;Lucas;SAMSUNG Core Prime G361;135.0;2;NL-7918AE-48b
51;send reminder;2015-01-22 19:07:58;2015-01-22 19:19:35;Abigail;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
18;make delivery;2015-01-22 19:12:57;2015-01-22 19:29:18;Abigail;SAMSUNG Core Prime G361;135.0;2;NL-7812LW-50
15;make delivery;2015-01-22 20:42:44;2015-01-22 21:32:41;Layla;SAMSUNG Galaxy S4;329.0;3;NL-7833HT-15
39;send reminder;2015-01-22 21:07:49;2015-01-22 21:30:36;Abigail;APPLE iPhone 6 16 GB;639.0;2;NL-7908XB-46
114;place order;2015-01-22 21:24:20;2015-01-22 21:27:50;Aiden;SAMSUNG Galaxy S4;329.0;1;NL-7828AM-11a
115;place order;2015-01-23 04:27:12;2015-01-23 04:37:48;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-9407EM-35
61;send reminder;2015-01-23 09:45:05;2015-01-23 10:19:07;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
116;place order;2015-01-23 09:54:03;2015-01-23 10:08:22;Zoe;APPLE iPhone 6 16 GB;639.0;3;NL-7751DG-21
48;send reminder;2015-01-23 10:04:22;2015-01-23 10:43:31;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-7948DN-12a
36;pay;2015-01-23 10:10:56;2015-01-23 10:15:52;Jack;MOTOROLA Moto E 4G;99.99;3;NL-9411ME-47
81;send invoice;2015-01-23 11:26:43;2015-01-23 11:30:28;Lily;APPLE iPhone 5s 16 GB;449.0;5;NL-7943MC-4
5;make delivery;2015-01-23 11:39:48;2015-01-23 11:51:43;Michael;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7918AE-48b
33;pay;2015-01-23 11:46:05;2015-01-23 11:52:04;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
97;send invoice;2015-01-23 11:50:42;2015-01-23 12:00:18;Chloe;SAMSUNG Galaxy S4;329.0;5;NL-7751AR-19
96;send invoice;2015-01-23 12:02:13;2015-01-23 12:08:19;Jack;SAMSUNG Core Prime G361;135.0;1;NL-9407EM-35
117;place order;2015-01-23 12:06:13;2015-01-23 12:11:19;Sophia;APPLE iPhone 5s 16 GB;449.0;5;NL-7908XB-46
59;send reminder;2015-01-23 12:19:01;2015-01-23 12:29:03;Abigail;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
29;prepare delivery;2015-01-23 12:21:07;2015-01-23 14:45:49;Lucas;SAMSUNG Galaxy S4;329.0;5;NL-9521ET-30
13;pay;2015-01-23 12:22:24;2015-01-23 12:28:12;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-7822AW-5
79;send invoice;2015-01-23 12:26:49;2015-01-23 12:33:48;Lily;SAMSUNG Galaxy S6 32 GB;543.99;6;NL-7943MC-4
118;place order;2015-01-23 13:30:33;2015-01-23 13:36:41;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7826GD-9
105;send invoice;2015-01-23 14:26:10;2015-01-23 14:29:28;Emily;SAMSUNG Core Prime G361;135.0;1;NL-9514BV-16
9;cancel order;2015-01-23 14:47:05;2015-01-23 15:02:54;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7828AM-11a
71;send invoice;2015-01-23 15:03:39;2015-01-23 15:10:20;Jack;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-7905AX-38
119;place order;2015-01-23 15:19:13;2015-01-23 15:28:05;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-7944BB-6
5;confirm payment;2015-01-23 15:21:06;2015-01-23 15:29:12;Lily;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7918AE-48b
10;send reminder;2015-01-23 15:37:19;2015-01-23 15:50:06;Abigail;APPLE iPhone 6s 64 GB;858.0;3;NL-7828AM-11a
3;prepare delivery;2015-01-23 16:12:03;2015-01-23 16:15:34;Aiden;APPLE iPhone 6 16 GB;639.0;7;NL-9402NV-25
94;send invoice;2015-01-23 16:16:53;2015-01-23 16:22:11;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-9408BM-37
42;pay;2015-01-23 16:23:06;2015-01-23 16:35:44;Alexander;SAMSUNG Galaxy S4;329.0;2;NL-7905AX-38
93;send invoice;2015-01-23 16:40:39;2015-01-23 16:48:00;Jack;APPLE iPhone 6s 64 GB;858.0;4;NL-9402NV-25
120;place order;2015-01-23 16:56:34;2015-01-23 17:02:40;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-9331MA-24
65;send reminder;2015-01-23 17:17:39;2015-01-23 17:32:25;Abigail;SAMSUNG Galaxy J5;219.99;2;NL-9411ME-47
16;prepare delivery;2015-01-23 17:31:02;2015-01-23 17:57:07;Luke;SAMSUNG Galaxy S4;329.0;3;NL-9403KD-31
44;pay;2015-01-23 17:42:30;2015-01-23 17:51:02;Jack;APPLE iPhone 5s 16 GB;449.0;2;NL-9405NP-33
25;prepare delivery;2015-01-23 18:23:43;2015-01-23 18:31:03;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-9468HG-14
110;send invoice;2015-01-23 18:47:28;2015-01-23 18:54:13;Jack;APPLE iPhone 6s 64 GB;858.0;3;NL-7823JJ-7
40;send reminder;2015-01-23 19:10:19;2015-01-23 19:26:43;Luke;APPLE iPhone 5s 16 GB;449.0;3;NL-9514BV-16
121;place order;2015-01-23 19:11:15;2015-01-23 19:17:41;Sophia;APPLE iPhone 5s 16 GB;449.0;4;NL-7887AC-13
27;pay;2015-01-23 19:31:42;2015-01-23 19:37:45;Lily;SAMSUNG Core Prime G361;135.0;4;NL-9521ET-30
64;send reminder;2015-01-23 20:28:06;2015-01-23 20:45:47;Abigail;APPLE iPhone 6 16 GB;639.0;2;NL-7822AW-5
122;place order;2015-01-23 21:58:44;2015-01-23 22:11:49;Caleb;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
57;pay;2015-01-24 10:16:29;2015-01-24 10:20:09;Emily;APPLE iPhone 6s 64 GB;858.0;2;NL-9402NV-25
123;place order;2015-01-24 15:35:36;2015-01-24 15:43:10;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7828AM-11a
124;place order;2015-01-25 15:48:24;2015-01-25 15:53:25;Sophia;APPLE iPhone 6s 64 GB;858.0;5;NL-9411GK-45
53;send reminder;2015-01-26 08:15:40;2015-01-26 08:35:24;Luke;MOTOROLA Moto E 4G;99.99;2;NL-7931TV-36
125;place order;2015-01-26 08:32:01;2015-01-26 10:16:08;Lucas;APPLE iPhone 6s 64 GB;858.0;4;NL-7742XG-17
18;confirm payment;2015-01-26 09:03:31;2015-01-26 09:10:49;Lily;SAMSUNG Core Prime G361;135.0;2;NL-7812LW-50
98;send invoice;2015-01-26 09:37:02;2015-01-26 09:44:09;Jack;APPLE iPhone 5s 16 GB;449.0;2;NL-7826GD-9
109;send invoice;2015-01-26 09:49:03;2015-01-26 09:57:05;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9408BM-37
78;send reminder;2015-01-26 10:08:50;2015-01-26 10:48:53;Luke;SAMSUNG Galaxy S4;329.0;4;NL-7751GM-23
38;pay;2015-01-26 10:34:56;2015-01-26 10:39:31;Lily;SAMSUNG Galaxy J5;219.99;1;NL-7822AW-5
126;place order;2015-01-26 10:36:08;2015-01-26 10:49:15;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-9403HL-27
4;prepare delivery;2015-01-26 10:45:21;2015-01-26 10:53:16;Mia;SAMSUNG Core Prime G361;135.0;3;NL-7751AR-19
29;make delivery;2015-01-26 10:58:08;2015-01-26 11:36:13;Kaylee;SAMSUNG Galaxy S4;329.0;5;NL-9521ET-30
122;send invoice;2015-01-26 11:23:44;2015-01-26 11:29:31;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
14;pay;2015-01-26 11:43:43;2015-01-26 11:49:58;Madison;SAMSUNG Core Prime G361;135.0;3;NL-7823JJ-7
115;send invoice;2015-01-26 11:49:26;2015-01-26 11:57:43;Jack;SAMSUNG Galaxy S4;329.0;4;NL-9407EM-35
127;place order;2015-01-26 12:30:23;2015-01-26 12:36:09;Aiden;MOTOROLA Moto E 4G;99.99;3;NL-7833HT-15
102;send invoice;2015-01-26 12:32:56;2015-01-26 12:49:09;Alexander;SAMSUNG Galaxy S4;329.0;3;NL-7751GM-23
51;pay;2015-01-26 12:35:35;2015-01-26 12:43:30;Jack;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
3;confirm payment;2015-01-26 13:59:21;2015-01-26 14:06:26;James;APPLE iPhone 6 16 GB;639.0;7;NL-9402NV-25
128;place order;2015-01-26 14:18:54;2015-01-26 14:32:31;Sophia;HUAWEI P8 Lite;234.0;1;NL-7942GT-2
92;send invoice;2015-01-26 14:38:07;2015-01-26 14:43:08;Jack;HUAWEI P8 Lite;234.0;6;NL-9407EM-35
29;confirm payment;2015-01-26 15:09:05;2015-01-26 15:17:33;Lily;SAMSUNG Galaxy S4;329.0;5;NL-9521ET-30
30;send reminder;2015-01-26 15:16:40;2015-01-26 15:39:14;Luke;MOTOROLA Moto E 4G;99.99;5;NL-7742XG-17
87;send invoice;2015-01-26 15:29:46;2015-01-26 15:37:46;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-9514BV-16
25;confirm payment;2015-01-26 15:34:06;2015-01-26 15:37:54;Emily;APPLE iPhone 6 16 GB;639.0;2;NL-9468HG-14
129;place order;2015-01-26 15:55:55;2015-01-26 16:13:54;Luke;MOTOROLA Moto G;199.0;5;NL-7918AE-48b
34;send reminder;2015-01-26 16:03:30;2015-01-26 16:19:28;Abigail;SAMSUNG Galaxy S4;329.0;3;NL-7823JJ-7
3;make delivery;2015-01-26 16:08:31;2015-01-26 16:46:11;Kaylee;APPLE iPhone 6 16 GB;639.0;7;NL-9402NV-25
103;send invoice;2015-01-26 16:10:12;2015-01-26 16:17:47;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7931TV-36
70;send reminder;2015-01-26 16:19:02;2015-01-26 16:37:02;Abigail;SAMSUNG Galaxy S4;329.0;1;NL-7833HT-15
111;send invoice;2015-01-26 16:21:45;2015-01-26 16:24:13;Emily;SAMSUNG Galaxy S4;329.0;3;NL-7944RD-8
25;make delivery;2015-01-26 16:51:17;2015-01-26 18:16:26;Ella;APPLE iPhone 6 16 GB;639.0;2;NL-9468HG-14
106;send invoice;2015-01-26 17:19:00;2015-01-26 17:44:16;Caleb;SAMSUNG Galaxy S4;329.0;4;NL-7812LW-50
130;place order;2015-01-26 18:09:57;2015-01-26 18:14:51;Emma;APPLE iPhone 6 16 GB;639.0;1;NL-7751DG-21
43;prepare delivery;2015-01-26 18:50:15;2015-01-26 18:53:21;Emma;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
47;pay;2015-01-26 20:05:16;2015-01-26 20:11:36;Lily;SAMSUNG Core Prime G361;135.0;4;NL-9521CT-28b
131;place order;2015-01-26 20:06:06;2015-01-26 20:16:23;Olivia;SAMSUNG Core Prime G361;135.0;1;NL-9411ME-47
20;cancel order;2015-01-26 22:13:16;2015-01-26 22:37:26;Alexander;SAMSUNG Galaxy S4;329.0;4;NL-7821AC-3
24;send reminder;2015-01-26 22:38:03;2015-01-26 22:48:18;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-9521GC-32
132;place order;2015-01-26 22:48:26;2015-01-26 23:12:35;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7812LW-50
56;pay;2015-01-27 07:40:47;2015-01-27 07:47:43;Jack;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7948BX-10
16;make delivery;2015-01-27 08:58:20;2015-01-27 09:11:18;Avery;SAMSUNG Galaxy S4;329.0;3;NL-9403KD-31
41;pay;2015-01-27 09:17:04;2015-01-27 09:29:50;Alexander;SAMSUNG Galaxy S4;329.0;3;NL-7948DN-12a
52;pay;2015-01-27 09:23:47;2015-01-27 09:29:08;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-7828AM-11a
133;place order;2015-01-27 09:25:06;2015-01-27 09:31:19;Olivia;SAMSUNG Galaxy S4;329.0;3;NL-7948DN-12a
23;prepare delivery;2015-01-27 09:34:20;2015-01-27 09:37:53;Aiden;APPLE iPhone 5s 16 GB;449.0;3;NL-9331MA-24
39;pay;2015-01-27 09:58:52;2015-01-27 10:07:32;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7908XB-46
4;make delivery;2015-01-27 10:10:02;2015-01-27 10:20:03;Michael;SAMSUNG Core Prime G361;135.0;3;NL-7751AR-19
26;prepare delivery;2015-01-27 10:25:58;2015-01-27 10:52:23;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-7833HT-15
17;prepare delivery;2015-01-27 10:36:27;2015-01-27 10:43:41;Sophia;APPLE iPhone 6s 64 GB;858.0;1;NL-7833HT-15
134;place order;2015-01-27 11:08:20;2015-01-27 11:13:13;Emma;SAMSUNG Core Prime G361;135.0;3;NL-7826GD-9
117;send invoice;2015-01-27 11:28:40;2015-01-27 11:33:17;Lily;APPLE iPhone 5s 16 GB;449.0;5;NL-7908XB-46
107;send invoice;2015-01-27 11:29:54;2015-01-27 11:32:46;Emily;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
27;prepare delivery;2015-01-27 11:32:15;2015-01-27 11:39:18;Sophia;SAMSUNG Core Prime G361;135.0;4;NL-9521ET-30
108;send invoice;2015-01-27 11:34:44;2015-01-27 11:39:00;Emily;SAMSUNG Galaxy S4;329.0;2;NL-9521GC-32
4;confirm payment;2015-01-27 11:47:49;2015-01-27 15:06:02;Madelyn;SAMSUNG Core Prime G361;135.0;3;NL-7751AR-19
114;send invoice;2015-01-27 11:53:40;2015-01-27 12:01:24;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7828AM-11a
104;send invoice;2015-01-27 12:17:26;2015-01-27 12:24:32;Lily;SAMSUNG Galaxy S4;329.0;4;NL-7742XG-17
44;prepare delivery;2015-01-27 12:19:41;2015-01-27 12:26:09;Olivia;APPLE iPhone 5s 16 GB;449.0;2;NL-9405NP-33
135;place order;2015-01-27 12:34:47;2015-01-27 12:44:15;Olivia;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
64;pay;2015-01-27 12:37:18;2015-01-27 12:42:59;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7822AW-5
6;prepare delivery;2015-01-27 12:49:11;2015-01-27 12:57:09;Sophia;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7822AW-5
63;send reminder;2015-01-27 13:31:56;2015-01-27 13:52:35;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7908MH-44
67;send reminder;2015-01-27 13:34:21;2015-01-27 13:53:44;Abigail;APPLE iPhone 6s 64 GB;858.0;3;NL-7887AC-13
84;send reminder;2015-01-27 13:38:14;2015-01-27 13:51:39;Abigail;SAMSUNG Core Prime G361;135.0;4;NL-9491BG-41
28;prepare delivery;2015-01-27 14:25:13;2015-01-27 14:32:30;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7821AC-3
136;place order;2015-01-27 14:27:41;2015-01-27 14:35:57;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-9403JH-29
116;send invoice;2015-01-27 14:50:42;2015-01-27 14:53:07;Emily;APPLE iPhone 6 16 GB;639.0;3;NL-7751DG-21
51;prepare delivery;2015-01-27 14:57:30;2015-01-27 15:05:09;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
21;pay;2015-01-27 15:13:40;2015-01-27 15:18:09;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
40;pay;2015-01-27 15:31:47;2015-01-27 15:40:32;Jack;APPLE iPhone 5s 16 GB;449.0;3;NL-9514BV-16
16;confirm payment;2015-01-27 15:37:02;2015-01-27 15:45:26;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9403KD-31
57;prepare delivery;2015-01-27 15:38:16;2015-01-27 15:41:11;Emma;APPLE iPhone 6s 64 GB;858.0;2;NL-9402NV-25
33;prepare delivery;2015-01-27 15:38:55;2015-01-27 15:42:33;Aiden;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
126;send invoice;2015-01-27 15:57:33;2015-01-27 16:04:34;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-9403HL-27
137;place order;2015-01-27 16:13:29;2015-01-27 16:20:24;Aiden;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
30;cancel order;2015-01-27 16:16:10;2015-01-27 16:27:02;Lily;MOTOROLA Moto E 4G;99.99;5;NL-7742XG-17
11;prepare delivery;2015-01-27 16:35:14;2015-01-27 16:38:56;Aiden;APPLE iPhone 6 16 GB;639.0;4;NL-7821AC-3
86;send reminder;2015-01-27 16:38:11;2015-01-27 16:57:57;Abigail;HUAWEI P8 Lite;234.0;3;NL-7944RD-8
43;make delivery;2015-01-27 16:39:39;2015-01-27 16:50:28;Michael;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
121;send invoice;2015-01-27 16:54:13;2015-01-27 17:03:09;Jack;APPLE iPhone 5s 16 GB;449.0;4;NL-7887AC-13
89;send reminder;2015-01-27 17:10:54;2015-01-27 17:31:43;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7826GD-9
35;send reminder;2015-01-27 17:17:48;2015-01-27 17:32:13;Luke;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-7833HT-15
77;send reminder;2015-01-27 17:38:50;2015-01-27 18:00:19;Abigail;APPLE iPhone 6s 64 GB;858.0;3;NL-9514BV-16
138;place order;2015-01-27 17:45:05;2015-01-27 17:55:10;Sophia;APPLE iPhone 5s 16 GB;449.0;2;NL-9403JH-29
132;send invoice;2015-01-27 18:19:58;2015-01-27 18:25:47;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7812LW-50
43;confirm payment;2015-01-27 18:43:23;2015-01-27 18:52:05;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
